Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age
FDX45,16,Low Fat,0.105448901,Snack Foods,156,OUT017,2007,Medium,Tier 2,Supermarket Type1,782,Food,18
FDH14,17,Regular,0.046881328,Canned,141,OUT049,1999,Medium,Tier 1,Supermarket Type1,1685,Food,26
FDF26,6,Regular,0.078057026,Canned,154,OUT010,1998,Medium,Tier 3,Grocery Store,153,Food,27
FDU24,6,Regular,0.140955857,Baking Goods,92,OUT017,2007,Medium,Tier 2,Supermarket Type1,4101,Food,18
FDX11,16,Regular,0.107186944,Baking Goods,181,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453,Food,16
FDF35,15,Low Fat,0.153960209,Starchy Foods,105,OUT035,2004,Small,Tier 2,Supermarket Type1,1179,Food,21
NCC43,7,Low Fat,0.093160853,Household,251,OUT018,2009,Medium,Tier 3,Supermarket Type2,1004,Non-Consumable,16
FDG29,17,Low Fat,0.05629192,Frozen Foods,42,OUT046,1997,Small,Tier 1,Supermarket Type1,419,Food,28
FDS44,12,Regular,0.15604396,Fruits and Vegetables,239,OUT046,1997,Small,Tier 1,Supermarket Type1,3845,Food,28
FDZ10,17,Low Fat,0.044463491,Snack Foods,127,OUT046,1997,Small,Tier 1,Supermarket Type1,2024,Food,28
FDC52,11,Regular,0.00827301,Dairy,150,OUT013,1987,High,Tier 3,Supermarket Type1,1956,Food,38
DRL35,15,Low Fat,0.030697825,Hard Drinks,42,OUT035,2004,Small,Tier 2,Supermarket Type1,1168,Drinks,21
NCP55,14,Low Fat,0.06613202877895108,Others,56,OUT010,1998,Medium,Tier 3,Grocery Store,55,Non-Consumable,27
FDV38,12,Low Fat,0.101281,Dairy,55,OUT027,1985,Medium,Tier 3,Supermarket Type3,2020,Food,40
FDL44,18,Low Fat,0.012300013,Fruits and Vegetables,160,OUT045,2002,Medium,Tier 2,Supermarket Type1,3073,Food,23
FDZ47,20,Regular,0.06613202877895108,Baking Goods,98,OUT017,2007,Medium,Tier 2,Supermarket Type1,1884,Food,18
FDT45,15,Low Fat,0.057313443,Snack Foods,53,OUT046,1997,Small,Tier 1,Supermarket Type1,1364,Food,28
FDN23,6,Regular,0.075625152,Breads,145,OUT049,1999,Medium,Tier 1,Supermarket Type1,3193,Food,26
NCP43,17,Low Fat,0.030568919,Others,177,OUT045,2002,Medium,Tier 2,Supermarket Type1,2336,Non-Consumable,23
DRJ24,12,Low Fat,0.198424841,Soft Drinks,185,OUT019,1985,Small,Tier 1,Grocery Store,370,Drinks,40
FDA02,12,Regular,0.029578726,Dairy,143,OUT027,1985,Medium,Tier 3,Supermarket Type3,3756,Food,40
FDH33,12,Low Fat,0.213125482,Snack Foods,44,OUT019,1985,Small,Tier 1,Grocery Store,175,Food,40
FDF56,16,Regular,0.120137953,Fruits and Vegetables,181,OUT017,2007,Medium,Tier 2,Supermarket Type1,3078,Food,18
NCN26,10,Low Fat,0.028679894,Household,115,OUT046,1997,Small,Tier 1,Supermarket Type1,2109,Non-Consumable,28
FDD22,10,Low Fat,0.099804623,Snack Foods,113,OUT049,1999,Medium,Tier 1,Supermarket Type1,3243,Food,26
FDU15,13,Regular,0.044526443,Meat,37,OUT010,1998,Medium,Tier 3,Grocery Store,71,Food,27
FDB41,19,Regular,0.162882227,Frozen Foods,46,OUT010,1998,Medium,Tier 3,Grocery Store,189,Food,27
FDZ35,9,Regular,0.022404493,Breads,102,OUT017,2007,Medium,Tier 2,Supermarket Type1,2579,Food,18
FDT60,12,Low Fat,0.075975642,Baking Goods,124,OUT017,2007,Medium,Tier 2,Supermarket Type1,1486,Food,18
FDE51,5,Regular,0.09644909,Dairy,43,OUT035,2004,Small,Tier 2,Supermarket Type1,312,Food,21
NCQ06,13,Low Fat,0.041816615,Household,254,OUT035,2004,Small,Tier 2,Supermarket Type1,4845,Non-Consumable,21
FDS28,8,Regular,0.082867689,Frozen Foods,58,OUT017,2007,Medium,Tier 2,Supermarket Type1,171,Food,18
FDH32,12,Low Fat,0.076214289,Fruits and Vegetables,96,OUT045,2002,Medium,Tier 2,Supermarket Type1,1834,Food,23
FDW37,19,Low Fat,0.124301968,Canned,89,OUT045,2002,Medium,Tier 2,Supermarket Type1,2082,Food,23
FDY33,14,Regular,0.097201128,Snack Foods,159,OUT046,1997,Small,Tier 1,Supermarket Type1,2705,Food,28
FDF17,5,Low Fat,0.042861968,Frozen Foods,196,OUT017,2007,Medium,Tier 2,Supermarket Type1,3731,Food,18
FDG56,13,Regular,0.0713931,Fruits and Vegetables,61,OUT013,1987,High,Tier 3,Supermarket Type1,1592,Food,38
NCB18,19,Low Fat,0.041256807,Household,88,OUT013,1987,High,Tier 3,Supermarket Type1,2125,Non-Consumable,38
FDU14,17,Low Fat,0.034746076,Dairy,248,OUT035,2004,Small,Tier 2,Supermarket Type1,998,Food,21
FDU22,12,Low Fat,0.093441604,Snack Foods,119,OUT049,1999,Medium,Tier 1,Supermarket Type1,3673,Food,26
NCV41,14,Low Fat,0.017024598,Health and Hygiene,109,OUT013,1987,High,Tier 3,Supermarket Type1,2099,Non-Consumable,38
FDY52,6,Low Fat,0.007363189,Frozen Foods,63,OUT045,2002,Medium,Tier 2,Supermarket Type1,1225,Food,23
DRG48,12,Low Fat,0.014484582,Soft Drinks,143,OUT027,1985,Medium,Tier 3,Supermarket Type3,3062,Drinks,40
FDU01,12,Regular,0.011937183,Canned,184,OUT027,1985,Medium,Tier 3,Supermarket Type3,4442,Food,40
NCP53,14,Low Fat,0.032862976,Health and Hygiene,238,OUT013,1987,High,Tier 3,Supermarket Type1,4278,Non-Consumable,38
FDC17,12,Low Fat,0.015484763,Frozen Foods,211,OUT049,1999,Medium,Tier 1,Supermarket Type1,631,Food,26
NCZ30,6,Low Fat,0.026163192,Household,121,OUT013,1987,High,Tier 3,Supermarket Type1,602,Non-Consumable,38
FDK03,12,Regular,0.073920438,Dairy,255,OUT046,1997,Small,Tier 1,Supermarket Type1,2797,Food,28
FDE08,12,Low Fat,0.086352403,Fruits and Vegetables,149,OUT019,1985,Small,Tier 1,Grocery Store,445,Food,40
NCM07,12,Low Fat,0.03976832,Others,83,OUT027,1985,Medium,Tier 3,Supermarket Type3,2348,Non-Consumable,40
FDY35,12,Regular,0.015950066,Breads,47,OUT027,1985,Medium,Tier 3,Supermarket Type3,1975,Food,40
FDS28,12,Regular,0.082002559,Frozen Foods,59,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374,Food,40
FDI56,7,Low Fat,0.093307668,Fruits and Vegetables,92,OUT013,1987,High,Tier 3,Supermarket Type1,2006,Food,38
FDR23,12,Low Fat,0.143199389,Breads,175,OUT019,1985,Small,Tier 1,Grocery Store,352,Food,40
FDF29,15,Regular,0.019965179,Frozen Foods,130,OUT049,1999,Medium,Tier 1,Supermarket Type1,908,Food,26
FDA47,12,Regular,0.116108797,Baking Goods,164,OUT027,1985,Medium,Tier 3,Supermarket Type3,6035,Food,40
FDI10,8,Regular,0.078339081,Snack Foods,172,OUT013,1987,High,Tier 3,Supermarket Type1,1379,Food,38
FDC45,12,Low Fat,0.237651344,Fruits and Vegetables,170,OUT019,1985,Small,Tier 1,Grocery Store,171,Food,40
FDA27,20,Regular,0.031102571,Dairy,257,OUT017,2007,Medium,Tier 2,Supermarket Type1,2045,Food,18
NCR41,17,Low Fat,0.018097419,Health and Hygiene,96,OUT018,2009,Medium,Tier 3,Supermarket Type2,1332,Non-Consumable,16
FDR09,18,Low Fat,0.078041216,Snack Foods,258,OUT018,2009,Medium,Tier 3,Supermarket Type2,2848,Food,16
NCB06,17,Low Fat,0.08226356,Health and Hygiene,160,OUT013,1987,High,Tier 3,Supermarket Type1,1278,Non-Consumable,38
FDE53,10,Low Fat,0.026880159,Frozen Foods,106,OUT046,1997,Small,Tier 1,Supermarket Type1,1491,Food,28
DRE27,11,Low Fat,0.222063351,Dairy,99,OUT010,1998,Medium,Tier 3,Grocery Store,195,Drinks,27
NCA06,12,Low Fat,0.142589751,Household,35,OUT027,1985,Medium,Tier 3,Supermarket Type3,585,Non-Consumable,40
FDL56,14,Low Fat,0.126292985,Fruits and Vegetables,88,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133,Food,16
FDT09,15,Regular,0.012260981,Snack Foods,131,OUT035,2004,Small,Tier 2,Supermarket Type1,1186,Food,21
DRH03,17,Low Fat,0.05869048,Dairy,91,OUT010,1998,Medium,Tier 3,Grocery Store,93,Drinks,27
NCQ53,17,Low Fat,0.018982338,Health and Hygiene,237,OUT018,2009,Medium,Tier 3,Supermarket Type2,2836,Non-Consumable,16
NCT18,14,Low Fat,0.059405152,Household,179,OUT046,1997,Small,Tier 1,Supermarket Type1,3621,Non-Consumable,28
FDL43,10,Low Fat,0.027059264,Meat,76,OUT035,2004,Small,Tier 2,Supermarket Type1,1761,Food,21
FDJ53,10,Low Fat,0.071244438,Frozen Foods,119,OUT035,2004,Small,Tier 2,Supermarket Type1,1325,Food,21
NCQ02,12,Low Fat,0.007455054,Household,186,OUT035,2004,Small,Tier 2,Supermarket Type1,3942,Non-Consumable,21
NCJ05,18,Low Fat,0.046088273,Health and Hygiene,153,OUT046,1997,Small,Tier 1,Supermarket Type1,3506,Non-Consumable,28
FDT40,5,Low Fat,0.096185556,Frozen Foods,127,OUT018,2009,Medium,Tier 3,Supermarket Type2,3560,Food,16
FDA48,12,Low Fat,0.11487406,Baking Goods,221,OUT046,1997,Small,Tier 1,Supermarket Type1,5099,Food,28
FDV37,13,Regular,0.083643716,Canned,196,OUT049,1999,Medium,Tier 1,Supermarket Type1,2570,Food,26
FDX07,19,Regular,0.022965292,Fruits and Vegetables,181,OUT045,2002,Medium,Tier 2,Supermarket Type1,2563,Food,23
DRG48,5,Low Fat,0.014584584,Soft Drinks,146,OUT045,2002,Medium,Tier 2,Supermarket Type1,2187,Drinks,23
FDF44,7,Regular,0.059716729,Fruits and Vegetables,130,OUT035,2004,Small,Tier 2,Supermarket Type1,2348,Food,21
FDS24,20,Regular,0.062224479,Baking Goods,88,OUT046,1997,Small,Tier 1,Supermarket Type1,1682,Food,28
NCQ50,18,Low Fat,0.034360687,Household,215,OUT049,1999,Medium,Tier 1,Supermarket Type1,4274,Non-Consumable,26
FDT25,7,Low Fat,0.050708743,Canned,123,OUT013,1987,High,Tier 3,Supermarket Type1,3185,Food,38
FDO03,10,Regular,0.036957777,Meat,230,OUT045,2002,Medium,Tier 2,Supermarket Type1,4580,Food,23
FDJ55,12,Regular,0.023530953,Meat,223,OUT046,1997,Small,Tier 1,Supermarket Type1,1800,Food,28
FDM36,11,Regular,0.058681957,Baking Goods,170,OUT013,1987,High,Tier 3,Supermarket Type1,517,Food,38
FDM21,20,Low Fat,0.064728148,Snack Foods,258,OUT017,2007,Medium,Tier 2,Supermarket Type1,5668,Food,18
FDK58,11,Regular,0.06613202877895108,Snack Foods,103,OUT035,2004,Small,Tier 2,Supermarket Type1,2125,Food,21
FDD26,8,Regular,0.120773451,Canned,186,OUT010,1998,Medium,Tier 3,Grocery Store,555,Food,27
FDW57,8,Regular,0.115911972,Snack Foods,177,OUT045,2002,Medium,Tier 2,Supermarket Type1,1948,Food,23
FDT32,19,Regular,0.10985775,Fruits and Vegetables,188,OUT010,1998,Medium,Tier 3,Grocery Store,188,Food,27
FDT25,7,Low Fat,0.050853901,Canned,121,OUT045,2002,Medium,Tier 2,Supermarket Type1,367,Food,23
NCB19,6,Low Fat,0.090295708,Household,84,OUT046,1997,Small,Tier 1,Supermarket Type1,601,Non-Consumable,28
FDD05,12,Low Fat,0.029084548,Frozen Foods,122,OUT019,1985,Small,Tier 1,Grocery Store,361,Food,40
NCE54,12,Low Fat,0.026769592,Household,77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2332,Non-Consumable,40
FDO39,6,Regular,0.137580452,Meat,182,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042,Food,26
NCV06,11,Low Fat,0.066816565,Household,192,OUT045,2002,Medium,Tier 2,Supermarket Type1,1356,Non-Consumable,23
DRB13,6,Regular,0.01179078,Soft Drinks,189,OUT010,1998,Medium,Tier 3,Grocery Store,948,Drinks,27
FDX51,9,Regular,0.036921781,Meat,194,OUT010,1998,Medium,Tier 3,Grocery Store,782,Food,27
FDC38,15,Low Fat,0.122742389,Canned,134,OUT045,2002,Medium,Tier 2,Supermarket Type1,1192,Food,23
FDD04,16,Low Fat,0.089971292,Dairy,143,OUT046,1997,Small,Tier 1,Supermarket Type1,1701,Food,28
FDC05,13,Regular,0.099186992,Frozen Foods,198,OUT018,2009,Medium,Tier 3,Supermarket Type2,3153,Food,16
DRJ59,12,Low Fat,0.06613202877895108,Hard Drinks,39,OUT027,1985,Medium,Tier 3,Supermarket Type3,1042,Drinks,40
FDL22,16,Low Fat,0.036596012,Snack Foods,90,OUT017,2007,Medium,Tier 2,Supermarket Type1,633,Food,18
DRH13,12,Low Fat,0.041821227,Soft Drinks,107,OUT019,1985,Small,Tier 1,Grocery Store,213,Drinks,40
FDV22,14,Regular,0.016635488,Snack Foods,157,OUT010,1998,Medium,Tier 3,Grocery Store,312,Food,27
FDP07,18,Low Fat,0.090084098,Fruits and Vegetables,197,OUT045,2002,Medium,Tier 2,Supermarket Type1,3142,Food,23
FDK27,11,Low Fat,0.008960445,Meat,119,OUT049,1999,Medium,Tier 1,Supermarket Type1,1696,Food,26
FDP31,21,Regular,0.162418495,Fruits and Vegetables,64,OUT017,2007,Medium,Tier 2,Supermarket Type1,639,Food,18
NCI54,15,Low Fat,0.056237906,Household,110,OUT010,1998,Medium,Tier 3,Grocery Store,109,Non-Consumable,27
DRK35,12,Low Fat,0.071498575,Hard Drinks,37,OUT027,1985,Medium,Tier 3,Supermarket Type3,796,Drinks,40
NCO07,9,Low Fat,0.009791467,Others,213,OUT049,1999,Medium,Tier 1,Supermarket Type1,4687,Non-Consumable,26
FDN31,11,Low Fat,0.072820885,Fruits and Vegetables,191,OUT013,1987,High,Tier 3,Supermarket Type1,3036,Food,38
NCO02,11,Low Fat,0.073354286,Others,66,OUT035,2004,Small,Tier 2,Supermarket Type1,2372,Non-Consumable,21
FDQ26,13,Regular,0.068010049,Dairy,57,OUT045,2002,Medium,Tier 2,Supermarket Type1,770,Food,23
FDQ07,15,Regular,0.087406863,Fruits and Vegetables,221,OUT046,1997,Small,Tier 1,Supermarket Type1,663,Food,28
FDB49,8,Regular,0.030198228,Baking Goods,98,OUT049,1999,Medium,Tier 1,Supermarket Type1,2167,Food,26
FDY44,14,Regular,0.024442501,Fruits and Vegetables,196,OUT049,1999,Medium,Tier 1,Supermarket Type1,2749,Food,26
NCI54,12,Low Fat,0.033436336,Household,107,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057,Non-Consumable,40
FDV44,8,Regular,0.039844429,Fruits and Vegetables,190,OUT046,1997,Small,Tier 1,Supermarket Type1,1904,Food,28
FDI48,11,Regular,0.055805027,Baking Goods,53,OUT049,1999,Medium,Tier 1,Supermarket Type1,512,Food,26
NCL05,19,Low Fat,0.047888606,Health and Hygiene,42,OUT035,2004,Small,Tier 2,Supermarket Type1,605,Non-Consumable,21
FDT32,19,Regular,0.065735977,Fruits and Vegetables,189,OUT049,1999,Medium,Tier 1,Supermarket Type1,2826,Food,26
FDM10,18,Low Fat,0.076089711,Snack Foods,212,OUT049,1999,Medium,Tier 1,Supermarket Type1,3846,Food,26
FDS21,19,Regular,0.020908608,Snack Foods,63,OUT049,1999,Medium,Tier 1,Supermarket Type1,557,Food,26
FDD11,12,Low Fat,0.030678825,Starchy Foods,251,OUT045,2002,Medium,Tier 2,Supermarket Type1,3542,Food,23
FDL04,12,Low Fat,0.111381428,Frozen Foods,106,OUT027,1985,Medium,Tier 3,Supermarket Type3,2964,Food,40
FDO58,19,Low Fat,0.039738393,Snack Foods,163,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960,Food,16
FDQ08,15,Regular,0.01903743,Fruits and Vegetables,60,OUT017,2007,Medium,Tier 2,Supermarket Type1,490,Food,18
FDT28,13,Low Fat,0.06356617,Frozen Foods,151,OUT046,1997,Small,Tier 1,Supermarket Type1,3611,Food,28
FDT22,10,Low Fat,0.112553853,Snack Foods,59,OUT018,2009,Medium,Tier 3,Supermarket Type2,1378,Food,16
FDB58,10,Regular,0.013493914,Snack Foods,143,OUT035,2004,Small,Tier 2,Supermarket Type1,3119,Food,21
FDN45,19,Low Fat,0.118102769,Snack Foods,224,OUT046,1997,Small,Tier 1,Supermarket Type1,2013,Food,28
FDZ45,14,Low Fat,0.06682033,Snack Foods,198,OUT013,1987,High,Tier 3,Supermarket Type1,4761,Food,38
FDJ38,8,Regular,0.040205535,Canned,188,OUT046,1997,Small,Tier 1,Supermarket Type1,7590,Food,28
NCT06,17,Low Fat,0.038816115,Household,166,OUT045,2002,Medium,Tier 2,Supermarket Type1,1326,Non-Consumable,23
FDU21,12,Regular,0.076348933,Snack Foods,32,OUT027,1985,Medium,Tier 3,Supermarket Type3,713,Food,40
NCP30,20,Low Fat,0.032819637,Household,38,OUT049,1999,Medium,Tier 1,Supermarket Type1,982,Non-Consumable,26
FDR27,15,Regular,0.096249842,Meat,134,OUT049,1999,Medium,Tier 1,Supermarket Type1,2119,Food,26
FDW39,6,Regular,0.06613202877895108,Meat,176,OUT017,2007,Medium,Tier 2,Supermarket Type1,4234,Food,18
DRZ24,12,Low Fat,0.06613202877895108,Soft Drinks,121,OUT027,1985,Medium,Tier 3,Supermarket Type3,2396,Drinks,40
FDK21,7,Low Fat,0.010003987,Snack Foods,250,OUT013,1987,High,Tier 3,Supermarket Type1,5757,Food,38
FDJ04,18,Low Fat,0.124452048,Frozen Foods,118,OUT046,1997,Small,Tier 1,Supermarket Type1,1303,Food,28
FDZ13,7,Regular,0.154363209,Canned,50,OUT017,2007,Medium,Tier 2,Supermarket Type1,599,Food,18
FDS16,15,Regular,0.066551268,Frozen Foods,144,OUT017,2007,Medium,Tier 2,Supermarket Type1,3954,Food,18
FDD56,15,Regular,0.173703549,Fruits and Vegetables,175,OUT010,1998,Medium,Tier 3,Grocery Store,1050,Food,27
FDI57,19,Low Fat,0.054025644,Seafood,197,OUT046,1997,Small,Tier 1,Supermarket Type1,6503,Food,28
FDQ12,12,Low Fat,0.03523927,Baking Goods,231,OUT027,1985,Medium,Tier 3,Supermarket Type3,5972,Food,40
FDI56,7,Low Fat,0.093385381,Fruits and Vegetables,91,OUT046,1997,Small,Tier 1,Supermarket Type1,1641,Food,28
NCT42,5,Low Fat,0.024937792,Household,148,OUT045,2002,Medium,Tier 2,Supermarket Type1,2087,Non-Consumable,23
FDM25,10,Regular,0.060654268,Breakfast,174,OUT035,2004,Small,Tier 2,Supermarket Type1,3339,Food,21
DRB25,12,Low Fat,0.06912336,Soft Drinks,106,OUT027,1985,Medium,Tier 3,Supermarket Type3,2787,Drinks,40
NCY30,20,Low Fat,0.025953257,Household,179,OUT046,1997,Small,Tier 1,Supermarket Type1,2535,Non-Consumable,28
FDD44,8,Regular,0.07884393,Fruits and Vegetables,257,OUT017,2007,Medium,Tier 2,Supermarket Type1,8760,Food,18
FDK45,11,Low Fat,0.033851785,Seafood,112,OUT035,2004,Small,Tier 2,Supermarket Type1,1018,Food,21
FDN45,19,Low Fat,0.118342285,Snack Foods,222,OUT045,2002,Medium,Tier 2,Supermarket Type1,1789,Food,23
FDQ09,7,Low Fat,0.058121214,Snack Foods,115,OUT035,2004,Small,Tier 2,Supermarket Type1,1382,Food,21
FDC17,12,Low Fat,0.015457803,Frozen Foods,209,OUT035,2004,Small,Tier 2,Supermarket Type1,5259,Food,21
FDD45,8,Low Fat,0.116152226,Fruits and Vegetables,94,OUT013,1987,High,Tier 3,Supermarket Type1,1512,Food,38
FDD41,6,Regular,0.087260103,Frozen Foods,105,OUT046,1997,Small,Tier 1,Supermarket Type1,2090,Food,28
FDU46,10,Regular,0.0111263,Snack Foods,87,OUT046,1997,Small,Tier 1,Supermarket Type1,1211,Food,28
FDO45,13,Regular,0.038167453,Snack Foods,89,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230,Food,18
FDG41,8,Regular,0.076547632,Frozen Foods,109,OUT035,2004,Small,Tier 2,Supermarket Type1,1657,Food,21
DRC13,8,Regular,0.06613202877895108,Soft Drinks,122,OUT045,2002,Medium,Tier 2,Supermarket Type1,739,Drinks,23
FDX50,20,Low Fat,0.074931201,Dairy,108,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105,Food,16
FDK56,9,Low Fat,0.06613202877895108,Fruits and Vegetables,185,OUT035,2004,Small,Tier 2,Supermarket Type1,2619,Food,21
NCL18,18,Low Fat,0.16758389,Household,194,OUT046,1997,Small,Tier 1,Supermarket Type1,2721,Non-Consumable,28
FDN57,18,Low Fat,0.054318517,Snack Foods,140,OUT049,1999,Medium,Tier 1,Supermarket Type1,6381,Food,26
FDX03,12,Regular,0.060800116,Meat,44,OUT027,1985,Medium,Tier 3,Supermarket Type3,769,Food,40
NCU17,5,Low Fat,0.06613202877895108,Health and Hygiene,101,OUT013,1987,High,Tier 3,Supermarket Type1,1120,Non-Consumable,38
FDL14,8,Regular,0.032152786,Canned,157,OUT035,2004,Small,Tier 2,Supermarket Type1,1869,Food,21
NCU18,15,Low Fat,0.055840055,Household,139,OUT046,1997,Small,Tier 1,Supermarket Type1,1411,Non-Consumable,28
NCH43,8,Low Fat,0.070968081,Household,215,OUT017,2007,Medium,Tier 2,Supermarket Type1,1941,Non-Consumable,18
FDH41,9,Low Fat,0.081996013,Frozen Foods,216,OUT035,2004,Small,Tier 2,Supermarket Type1,4301,Food,21
FDS28,8,Regular,0.082737261,Frozen Foods,57,OUT018,2009,Medium,Tier 3,Supermarket Type2,343,Food,16
FDG02,12,Low Fat,0.011206632,Canned,191,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998,Food,40
FDS40,15,Low Fat,0.014047825,Frozen Foods,36,OUT045,2002,Medium,Tier 2,Supermarket Type1,585,Food,23
FDD10,20,Regular,0.045982389,Snack Foods,177,OUT013,1987,High,Tier 3,Supermarket Type1,535,Food,38
DRQ35,9,Low Fat,0.042256257,Hard Drinks,124,OUT013,1987,High,Tier 3,Supermarket Type1,1609,Drinks,38
NCL05,19,Low Fat,0.06613202877895108,Health and Hygiene,42,OUT049,1999,Medium,Tier 1,Supermarket Type1,649,Non-Consumable,26
FDJ48,11,Low Fat,0.056424146,Baking Goods,247,OUT035,2004,Small,Tier 2,Supermarket Type1,2223,Food,21
FDV21,12,Low Fat,0.170254469,Snack Foods,124,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127,Food,40
FDJ26,15,Regular,0.084749164,Canned,215,OUT035,2004,Small,Tier 2,Supermarket Type1,4060,Food,21
NCN05,8,Low Fat,0.014541462,Health and Hygiene,184,OUT017,2007,Medium,Tier 2,Supermarket Type1,3844,Non-Consumable,18
FDK09,15,Low Fat,0.091763303,Snack Foods,228,OUT046,1997,Small,Tier 1,Supermarket Type1,1832,Food,28
FDM56,12,Low Fat,0.069851683,Fruits and Vegetables,110,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310,Food,40
DRF25,9,Low Fat,0.039004193,Soft Drinks,37,OUT045,2002,Medium,Tier 2,Supermarket Type1,659,Drinks,23
FDG14,9,Regular,0.05060313,Canned,150,OUT045,2002,Medium,Tier 2,Supermarket Type1,4402,Food,23
FDZ31,15,Regular,0.113195815,Fruits and Vegetables,190,OUT035,2004,Small,Tier 2,Supermarket Type1,3643,Food,21
FDU21,12,Regular,0.134327613,Snack Foods,35,OUT019,1985,Small,Tier 1,Grocery Store,33,Food,40
FDC57,20,Regular,0.054584207,Fruits and Vegetables,193,OUT035,2004,Small,Tier 2,Supermarket Type1,4247,Food,21
FDU46,10,Regular,0.018623146,Snack Foods,87,OUT010,1998,Medium,Tier 3,Grocery Store,259,Food,27
FDU22,12,Low Fat,0.093278912,Snack Foods,118,OUT035,2004,Small,Tier 2,Supermarket Type1,2607,Food,21
DRG23,8,Low Fat,0.086957199,Hard Drinks,152,OUT045,2002,Medium,Tier 2,Supermarket Type1,1372,Drinks,23
FDR23,15,Low Fat,0.13689554,Breads,176,OUT010,1998,Medium,Tier 3,Grocery Store,529,Food,27
FDI14,14,Low Fat,0.090043082,Canned,140,OUT018,2009,Medium,Tier 3,Supermarket Type2,846,Food,16
NCN42,20,Low Fat,0.014251461,Household,148,OUT045,2002,Medium,Tier 2,Supermarket Type1,2648,Non-Consumable,23
NCM41,16,Low Fat,0.035711426,Health and Hygiene,93,OUT049,1999,Medium,Tier 1,Supermarket Type1,1584,Non-Consumable,26
FDT55,13,Regular,0.043655155,Fruits and Vegetables,156,OUT046,1997,Small,Tier 1,Supermarket Type1,3629,Food,28
DRY23,12,Regular,0.108568067,Soft Drinks,42,OUT027,1985,Medium,Tier 3,Supermarket Type3,809,Drinks,40
FDL46,20,Low Fat,0.090480214,Snack Foods,119,OUT010,1998,Medium,Tier 3,Grocery Store,117,Food,27
FDQ57,7,Low Fat,0.027942357,Snack Foods,145,OUT035,2004,Small,Tier 2,Supermarket Type1,1611,Food,21
FDQ16,19,Low Fat,0.041730507,Frozen Foods,109,OUT035,2004,Small,Tier 2,Supermarket Type1,2402,Food,21
FDZ52,12,Low Fat,0.099589909,Frozen Foods,109,OUT027,1985,Medium,Tier 3,Supermarket Type3,4225,Food,40
FDL16,12,Low Fat,0.294939214,Frozen Foods,47,OUT019,1985,Small,Tier 1,Grocery Store,139,Food,40
NCX18,14,Low Fat,0.008829806,Household,196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4517,Non-Consumable,16
FDM34,19,Low Fat,0.067722325,Snack Foods,130,OUT018,2009,Medium,Tier 3,Supermarket Type2,1573,Food,16
FDG60,12,Low Fat,0.060405784,Baking Goods,234,OUT027,1985,Medium,Tier 3,Supermarket Type3,6796,Food,40
NCA06,20,Low Fat,0.06613202877895108,Household,37,OUT018,2009,Medium,Tier 3,Supermarket Type2,842,Non-Consumable,16
DRD12,6,Low Fat,0.077193561,Soft Drinks,89,OUT046,1997,Small,Tier 1,Supermarket Type1,1277,Drinks,28
FDP04,15,Low Fat,0.013869039,Frozen Foods,62,OUT018,2009,Medium,Tier 3,Supermarket Type2,447,Food,16
NCH30,17,Low Fat,0.067290244,Household,114,OUT045,2002,Medium,Tier 2,Supermarket Type1,1584,Non-Consumable,23
